,Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
370,Jay Rodriguez,FW,Burnley,26,10,1221.0,5,0,1,1,1,0,0.37,0.0,0.37,0.29,0.29,4.6,3.8,0.4,0.34,0.03,0.37,0.28,0.31
371,Marcos Rojo,DF,Manchester Utd,3,1,120.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.0,0.08,0.08,0.08
372,Oriol Romeu,MF,Southampton,21,13,1296.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.01,0.02,0.04,0.01,0.04
373,Danny Rose,DF,Tottenham,12,10,894.0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.01,0.08,0.1,0.01,0.1
374,Danny Rose,DF,Newcastle Utd,3,2,172.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Lukas Rupp,FW,Norwich City,5,4,317.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.1,0.13,0.23,0.1,0.23
377,Antonio Rüdiger,DF,Chelsea,12,12,1035.0,2,0,0,0,3,0,0.17,0.0,0.17,0.17,0.17,0.4,0.4,0.3,0.04,0.02,0.06,0.04,0.06
378,Allan Saint-Maximin,FW,Newcastle Utd,16,14,1172.0,1,1,0,0,0,0,0.08,0.08,0.15,0.08,0.15,2.0,2.0,2.1,0.15,0.16,0.32,0.15,0.32
379,Bukayo Saka,DF,Arsenal,17,11,1084.0,0,3,0,0,4,0,0.0,0.25,0.25,0.0,0.25,0.7,0.7,1.5,0.06,0.13,0.19,0.06,0.19
380,Mamadou Sakho,DF,Crystal Palace,8,6,465.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01
381,Mohamed Salah,FW,Liverpool,24,24,2070.0,15,6,3,3,1,0,0.65,0.26,0.91,0.52,0.78,14.1,11.8,5.5,0.61,0.24,0.85,0.51,0.75
382,Mbwana Samatta,FW,Aston Villa,3,3,263.0,1,0,0,0,0,0,0.34,0.0,0.34,0.34,0.34,0.7,0.7,0.2,0.23,0.06,0.29,0.23,0.29
383,Ismaila Sarr,FW,Watford,17,11,1054.0,3,2,0,0,1,0,0.26,0.17,0.43,0.26,0.43,3.4,3.4,1.2,0.29,0.1,0.39,0.29,0.39
384,Romain Saïss,DF,Wolves,23,21,1805.0,2,1,0,0,9,1,0.1,0.05,0.15,0.1,0.15,2.2,2.2,0.5,0.11,0.02,0.13,0.11,0.13
385,Ezequiel Schelotto,DF,Brighton,7,3,290.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.09,0.0,0.09,0.09,0.09
386,Jeffrey Schlupp,MF,Crystal Palace,14,9,859.0,2,1,0,0,2,0,0.21,0.1,0.31,0.21,0.31,1.5,1.5,1.1,0.16,0.12,0.28,0.16,0.28
388,Morgan Schneiderlin,MF,Everton,15,12,1003.0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.03,0.01,0.05,0.03,0.05
389,Fabian Schär,DF,Newcastle Utd,18,15,1397.0,2,0,0,0,4,0,0.13,0.0,0.13,0.13,0.13,1.2,1.2,0.1,0.08,0.01,0.08,0.08,0.08
390,Ryan Sessegnon,DF,Tottenham,6,4,341.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04
391,Xherdan Shaqiri,FW,Liverpool,6,2,174.0,1,0,0,0,0,0,0.52,0.0,0.52,0.52,0.52,0.5,0.5,0.2,0.24,0.08,0.32,0.24,0.32
392,Billy Sharp,FW,Sheffield Utd,17,5,594.0,2,0,0,0,1,1,0.3,0.0,0.3,0.3,0.3,1.4,1.4,1.2,0.22,0.19,0.41,0.22,0.41
393,Luke Shaw,DF,Manchester Utd,16,12,1055.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.03,0.04,0.07,0.03,0.07
394,Jonjo Shelvey,MF,Newcastle Utd,15,14,1162.0,5,0,0,0,1,0,0.39,0.0,0.39,0.39,0.39,1.7,1.7,1.9,0.13,0.14,0.28,0.13,0.28
395,Djibril Sidibé,DF,Everton,19,16,1489.0,0,4,0,0,2,0,0.0,0.24,0.24,0.0,0.24,0.3,0.3,2.0,0.02,0.12,0.14,0.02,0.14
396,Gylfi Sigurðsson,MF,Everton,24,21,1818.0,1,2,0,0,3,0,0.05,0.1,0.15,0.05,0.15,2.5,2.5,3.5,0.12,0.17,0.3,0.12,0.3
397,Bernardo Silva,FW,Manchester City,23,16,1439.0,5,5,0,0,5,0,0.31,0.31,0.63,0.31,0.63,4.6,4.6,3.8,0.29,0.24,0.52,0.29,0.52
398,David Silva,MF,Manchester City,19,16,1261.0,3,7,0,0,0,0,0.21,0.5,0.71,0.21,0.71,4.1,4.1,3.4,0.29,0.24,0.53,0.29,0.53
399,Jack Simpson,DF,Bournemouth,3,1,167.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
400,Moussa Sissoko,MF,Tottenham,20,19,1690.0,2,1,0,0,6,0,0.11,0.05,0.16,0.11,0.16,2.0,2.0,1.0,0.11,0.05,0.16,0.11,0.16
401,Oliver Skipp,DF,Tottenham,3,0,10.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,William Smallbone,MF,Southampton,1,1,80.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
403,Adam Smith,DF,Bournemouth,16,16,1380.0,0,1,0,0,5,0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,0.6,0.04,0.04,0.08,0.04,0.08
404,Emile Smith-Rowe,MF,Arsenal,2,1,97.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Robert Snodgrass,MF,West Ham,22,17,1499.0,5,5,0,0,4,0,0.3,0.3,0.6,0.3,0.6,2.5,2.5,2.8,0.15,0.17,0.32,0.15,0.32
406,Cédric Soares,DF,Southampton,16,16,1309.0,0,1,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,1.2,0.04,0.09,0.13,0.04,0.13
407,Dominic Solanke,FW,Bournemouth,23,12,1157.0,0,1,0,0,1,0,0.0,0.08,0.08,0.0,0.08,2.1,2.1,1.0,0.16,0.08,0.24,0.16,0.24
408,Tomáš Souček,MF,West Ham,3,3,222.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.0,0.04,0.04,0.04
409,Dennis Srbeny,MF,Norwich City,8,0,39.0,1,0,0,0,0,0,2.31,0.0,2.31,2.31,2.31,0.5,0.5,0.0,1.07,0.0,1.07,1.07,1.07
410,Jack Stacey,DF,Bournemouth,10,10,888.0,0,1,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.3,0.3,1.1,0.03,0.11,0.14,0.03,0.14
411,Junior Stanislas,MF,Bournemouth,4,1,133.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.06,0.16,0.1,0.16
413,Dale Stephens,MF,Brighton,23,22,1943.0,0,1,0,0,6,0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,0.7,0.02,0.03,0.06,0.02,0.06
414,Jack Stephens,DF,Southampton,19,18,1648.0,1,3,0,0,1,0,0.05,0.16,0.22,0.05,0.22,0.8,0.8,0.8,0.04,0.05,0.09,0.04,0.09
415,Raheem Sterling,FW,Manchester City,23,22,1934.0,11,1,0,1,5,0,0.51,0.05,0.56,0.51,0.56,10.8,9.8,5.8,0.5,0.27,0.77,0.46,0.73
416,Enda Stevens,DF,Sheffield Utd,27,27,2385.0,2,2,0,0,5,0,0.08,0.08,0.15,0.08,0.15,0.8,0.8,3.5,0.03,0.13,0.16,0.03,0.16
417,Marco Stiepermann,MF,Norwich City,18,11,935.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.15,0.04,0.19,0.15,0.19
418,John Stones,DF,Manchester City,12,10,905.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07
419,Isaac Success,FW,Watford,5,0,65.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.18,0.28,0.1,0.28
420,Ki Sung-yueng,MF,Newcastle Utd,3,1,136.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.0,0.05
421,Andrew Surman,MF,Bournemouth,5,2,234.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
422,Sam Surridge,FW,Bournemouth,1,0,15.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Carlos Sánchez,MF,West Ham,6,1,113.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Davinson Sánchez,DF,Tottenham,20,19,1710.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.03,0.0,0.03,0.03,0.03
425,Çağlar Söyüncü,DF,Leicester City,26,26,2340.0,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.9,1.9,0.2,0.07,0.01,0.08,0.07,0.08
426,Japhet Tanganga,DF,Tottenham,4,4,360.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
427,Matt Targett,DF,Aston Villa,19,19,1601.0,1,2,0,0,3,0,0.06,0.11,0.17,0.06,0.17,0.4,0.4,2.5,0.02,0.14,0.17,0.02,0.17
428,James Tarkowski,DF,Burnley,27,27,2430.0,1,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,1.6,1.6,1.0,0.06,0.04,0.09,0.06,0.09
429,Charlie Taylor,DF,Burnley,15,13,1196.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.07,0.07,0.0,0.07
430,Neil Taylor,DF,Aston Villa,10,8,793.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03
431,Alexander Tettey,MF,Norwich City,21,19,1635.0,1,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,0.6,0.6,0.8,0.03,0.04,0.08,0.03,0.08
432,Youri Tielemans,MF,Leicester City,26,24,2123.0,3,5,0,0,1,0,0.13,0.21,0.34,0.13,0.34,2.3,2.3,4.0,0.1,0.17,0.27,0.1,0.27
433,Kieran Tierney,DF,Arsenal,5,4,299.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.02,0.16,0.19,0.02,0.19
434,James Tomkins,DF,Crystal Palace,18,18,1584.0,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.3,1.3,0.1,0.07,0.01,0.08,0.07,0.08
435,Fikayo Tomori,DF,Chelsea,14,14,1229.0,1,0,0,0,3,0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05
436,Lucas Torreira,MF,Arsenal,24,15,1371.0,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,1.6,1.6,1.1,0.1,0.07,0.17,0.1,0.17
437,Cenk Tosun,FW,Crystal Palace,4,2,173.0,1,0,0,0,0,0,0.52,0.0,0.52,0.52,0.52,0.8,0.8,0.0,0.4,0.0,0.4,0.4,0.4
438,Cenk Tosun,FW,Everton,5,2,290.0,1,0,0,0,0,0,0.31,0.0,0.31,0.31,0.31,0.8,0.8,0.1,0.24,0.04,0.28,0.24,0.28
439,Andros Townsend,MF,Crystal Palace,15,9,795.0,1,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,0.2,0.2,1.2,0.02,0.14,0.16,0.02,0.16
440,Adama Traoré,FW,Wolves,26,21,1973.0,4,7,0,0,0,0,0.18,0.32,0.5,0.18,0.5,2.2,2.2,5.5,0.1,0.25,0.35,0.1,0.35
442,Leandro Trossard,FW,Brighton,21,14,1272.0,3,3,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.6,2.6,3.1,0.18,0.22,0.4,0.18,0.4
443,Tom Trybull,MF,Norwich City,14,12,1029.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.04,0.0,0.04,0.04,0.04
444,Trézéguet,FW,Aston Villa,24,13,1324.0,3,1,0,0,4,1,0.2,0.07,0.27,0.2,0.27,2.8,2.8,0.7,0.19,0.05,0.24,0.19,0.24
445,Axel Tuanzebe,DF,Manchester Utd,5,2,186.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Yan Valery,DF,Southampton,8,7,558.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.04,0.12,0.16,0.04,0.16
447,Jesús Vallejo,DF,Wolves,2,1,162.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,Jamie Vardy,FW,Leicester City,25,25,2193.0,17,4,3,4,2,0,0.7,0.16,0.86,0.57,0.74,13.4,10.3,3.4,0.55,0.14,0.69,0.42,0.56
449,Indiana Vassilev,FW,Aston Villa,2,0,36.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,Jan Vertonghen,DF,Tottenham,18,17,1454.0,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,0.4,0.4,0.9,0.02,0.05,0.08,0.02,0.08
451,Jannik Vestergaard,DF,Southampton,13,13,1114.0,1,0,0,0,2,0,0.08,0.0,0.08,0.08,0.08,0.8,0.8,0.1,0.06,0.01,0.07,0.06,0.07
452,Rúben Vinagre,DF,Wolves,11,3,348.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.11,0.15,0.26,0.11,0.26
453,Mario Vrančić,MF,Norwich City,11,4,355.0,1,0,0,0,2,0,0.25,0.0,0.25,0.25,0.25,0.8,0.8,0.3,0.2,0.08,0.28,0.2,0.28
454,Matěj Vydra,FW,Burnley,8,1,250.0,2,1,0,0,0,0,0.72,0.36,1.08,0.72,1.08,1.8,1.8,0.1,0.65,0.03,0.68,0.65,0.68
455,Theo Walcott,MF,Everton,19,13,962.0,1,2,0,0,1,0,0.09,0.19,0.28,0.09,0.28,2.3,2.3,1.7,0.21,0.16,0.37,0.21,0.37
456,Kyle Walker,DF,Manchester City,21,21,1809.0,1,2,0,0,4,0,0.05,0.1,0.15,0.05,0.15,0.8,0.8,1.5,0.04,0.07,0.11,0.04,0.11
457,Kyle Walker-Peters,DF,Southampton,1,1,73.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Kyle Walker-Peters,DF,Tottenham,3,3,242.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04
459,Aaron Wan-Bissaka,DF,Manchester Utd,24,24,2151.0,0,2,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,2.3,0.02,0.1,0.11,0.02,0.11
460,Victor Wanyama,MF,Tottenham,2,0,23.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Joel Ward,DF,Crystal Palace,18,16,1393.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
462,James Ward-Prowse,MF,Southampton,27,27,2430.0,4,2,1,2,7,0,0.15,0.07,0.22,0.11,0.19,4.5,2.8,3.6,0.17,0.13,0.3,0.1,0.24
463,Adam Webster,DF,Brighton,21,21,1836.0,3,1,0,0,3,0,0.15,0.05,0.2,0.15,0.2,1.1,1.1,1.1,0.05,0.06,0.11,0.05,0.11
464,Danny Welbeck,FW,Watford,8,3,261.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.22,0.02,0.24,0.22,0.24
465,Ashley Westwood,MF,Burnley,24,24,2160.0,2,5,0,0,8,0,0.08,0.21,0.29,0.08,0.29,1.1,1.1,3.8,0.05,0.16,0.2,0.05,0.2
466,Connor Wickham,FW,Crystal Palace,6,0,90.0,1,1,0,0,0,0,1.0,1.0,2.0,1.0,2.0,1.4,1.4,0.6,1.41,0.56,1.97,1.41,1.97
467,Georginio Wijnaldum,MF,Liverpool,26,26,2181.0,3,0,0,0,0,0,0.12,0.0,0.12,0.12,0.12,1.8,1.8,1.0,0.08,0.04,0.12,0.08,0.12
468,Jetro Willems,DF,Newcastle Utd,19,18,1498.0,2,2,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.6,0.6,1.3,0.03,0.08,0.11,0.03,0.11
469,Brandon Williams,DF,Manchester Utd,10,8,681.0,1,0,0,0,5,0,0.13,0.0,0.13,0.13,0.13,0.5,0.5,0.3,0.07,0.04,0.11,0.07,0.11
470,Willian,FW,Chelsea,26,20,1832.0,4,4,1,1,3,0,0.2,0.2,0.39,0.15,0.34,3.6,2.8,4.0,0.17,0.2,0.37,0.14,0.33
471,Joe Willock,MF,Arsenal,19,6,574.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.13,0.08,0.2,0.13,0.2
472,Jack Wilshere,MF,West Ham,6,2,175.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Callum Wilson,FW,Bournemouth,26,24,2170.0,7,0,0,0,7,0,0.29,0.0,0.29,0.29,0.29,7.7,7.7,2.2,0.32,0.09,0.41,0.32,0.41
474,Harry Wilson,MF,Bournemouth,23,19,1446.0,7,0,0,0,1,0,0.44,0.0,0.44,0.44,0.44,3.5,3.5,1.8,0.22,0.11,0.33,0.22,0.33
475,Harry Winks,MF,Tottenham,22,18,1504.0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,0.02,0.06,0.07,0.02,0.07
476,Chris Wood,FW,Burnley,24,24,1947.0,10,1,0,0,1,0,0.46,0.05,0.51,0.46,0.51,8.7,8.7,0.8,0.4,0.04,0.44,0.4,0.44
477,Granit Xhaka,MF,Arsenal,21,21,1818.0,0,1,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,0.9,0.01,0.04,0.06,0.01,0.06
478,Andriy Yarmolenko,MF,West Ham,15,9,828.0,3,1,0,0,2,0,0.33,0.11,0.43,0.33,0.43,1.5,1.5,2.5,0.16,0.27,0.43,0.16,0.43
479,DeAndre Yedlin,DF,Newcastle Utd,12,8,772.0,1,0,0,0,3,0,0.12,0.0,0.12,0.12,0.12,0.7,0.7,0.2,0.08,0.03,0.11,0.08,0.11
480,Maya Yoshida,DF,Southampton,8,6,558.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.09,0.0,0.09,0.09,0.09
481,Ashley Young,DF,Manchester Utd,12,10,954.0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.01,0.11,0.12,0.01,0.12
482,Pablo Zabaleta,DF,West Ham,10,6,589.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.01,0.06,0.06,0.01,0.06
483,Wilfried Zaha,MF,Crystal Palace,27,26,2365.0,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,2.7,2.7,2.4,0.1,0.09,0.19,0.1,0.19
484,Christoph Zimmermann,DF,Norwich City,15,15,1296.0,0,1,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.4,0.4,0.0,0.03,0.0,0.03,0.03,0.03
485,Oleksandr Zinchenko,DF,Manchester City,11,9,829.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.04,0.08,0.12,0.04,0.12
486,Kurt Zouma,DF,Chelsea,21,18,1713.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04
487,Mesut Özil,MF,Arsenal,17,17,1360.0,1,1,0,0,1,0,0.07,0.07,0.13,0.07,0.13,1.2,1.2,1.9,0.08,0.12,0.2,0.08,0.2
